0.000000	-26.690561	10.625467	6.909666	0.000000	0.000018	-0.000019	-0.007960	-0.000133	0.000000
0.004000	-26.690561	10.658986	6.976704	0.000000	0.000018	-0.000019	-0.007967	-0.000132	0.000003
0.008000	-26.690561	10.658986	6.976704	0.000000	0.000018	-0.000019	-0.007972	-0.000131	0.000005
0.012000	-26.704926	10.678140	6.947973	0.000000	0.000018	-0.000019	-0.007978	-0.000129	0.000001
0.016000	-26.704926	10.678140	6.947973	0.000000	0.000018	-0.000019	-0.007994	-0.000137	-0.000008
0.020000	-26.676195	10.658986	6.971915	0.000000	0.000018	-0.000019	-0.007999	-0.000134	-0.000009
0.024000	-26.676195	10.658986	6.971915	0.000000	0.000018	-0.000019	-0.008000	-0.000126	-0.000005
0.028000	-26.695349	10.644621	6.967127	0.000000	0.000018	-0.000019	-0.008009	-0.000127	0.000000
0.032000	-26.695349	10.644621	6.967127	0.000000	0.000018	-0.000019	-0.008006	-0.000115	0.000010
0.036000	-26.690561	10.687716	6.986280	0.000000	0.000018	-0.000019	-0.007998	-0.000100	0.000006
0.040000	-26.690561	10.687716	6.986280	0.000000	0.000018	-0.000019	-0.008001	-0.000096	0.000005
0.044000	-26.695349	10.682928	6.943185	0.000000	0.000018	-0.000019	-0.008005	-0.000092	0.000010
0.048000	-26.695349	10.682928	6.943185	0.000000	0.000018	-0.000019	-0.008020	-0.000100	0.000004
0.052000	-26.752810	10.649409	6.924031	0.000000	0.000018	-0.000019	-0.008031	-0.000102	-0.000001
0.056000	-26.752810	10.649409	6.924031	0.000000	0.000018	-0.000019	-0.008027	-0.000090	0.000007
0.060000	-26.752810	10.635044	6.981492	-0.000000	0.000019	-0.000019	-0.008045	-0.000100	0.000002
0.064000	-26.752810	10.635044	6.981492	-0.000000	0.000019	-0.000019	-0.008045	-0.000091	0.000002
0.068000	-26.685772	10.692505	7.015011	-0.000000	0.000019	-0.000019	-0.008046	-0.000083	0.000006
0.072000	-26.685772	10.692505	7.015011	-0.000000	0.000019	-0.000019	-0.008058	-0.000087	0.000006
0.076000	-26.661831	10.635044	6.967127	-0.000000	0.000019	-0.000019	-0.008077	-0.000096	0.000003
0.080000	-26.661831	10.635044	6.967127	-0.000000	0.000019	-0.000019	-0.008097	-0.000106	-0.000004
0.084000	-26.714502	10.620679	6.981492	-0.000000	0.000019	-0.000019	-0.008083	-0.000082	-0.000005
0.088000	-26.714502	10.620679	6.981492	-0.000000	0.000019	-0.000019	-0.008077	-0.000066	-0.000002
0.092000	-26.733656	10.644621	6.900089	-0.000000	0.000019	-0.000019	-0.008091	-0.000071	0.000009
0.096000	-26.733656	10.644621	6.900089	-0.000000	0.000019	-0.000019	-0.008111	-0.000081	0.000006
