0.000000e+00	-2.151819e-08	-5.035063e-08
4.000000e-03	-2.159585e-08	-4.986557e-08
8.000000e-03	-2.160525e-08	-4.943560e-08
1.200000e-02	-2.157435e-08	-4.964710e-08
1.600000e-02	-2.148621e-08	-5.024368e-08
2.000000e-02	-2.148245e-08	-5.037777e-08
2.400000e-02	-2.154909e-08	-4.988385e-08
2.800000e-02	-2.158053e-08	-4.949392e-08
3.200000e-02	-2.158026e-08	-4.976749e-08
3.600000e-02	-2.153001e-08	-5.038799e-08
4.000000e-02	-2.152006e-08	-5.050112e-08
4.400000e-02	-2.151201e-08	-4.994189e-08
4.800000e-02	-2.154371e-08	-4.949123e-08
5.200000e-02	-2.152141e-08	-4.967666e-08
5.600000e-02	-2.147304e-08	-5.033128e-08
6.000000e-02	-2.145531e-08	-5.045785e-08
6.400000e-02	-2.155016e-08	-4.995506e-08
6.800000e-02	-2.156091e-08	-4.953047e-08
7.200000e-02	-2.153350e-08	-4.975164e-08
7.600000e-02	-2.147922e-08	-5.038153e-08
8.000000e-02	-2.147949e-08	-5.048687e-08
8.400000e-02	-2.152732e-08	-4.996366e-08
8.800000e-02	-2.154452e-08	-4.952698e-08
9.200000e-02	-2.150287e-08	-4.967182e-08
9.600000e-02	-2.142735e-08	-5.027941e-08
1.000000e-01	-2.142010e-08	-5.040007e-08
1.040000e-01	-2.148298e-08	-4.989513e-08
1.080000e-01	-2.154801e-08	-4.951032e-08
1.120000e-01	-2.148836e-08	-4.972663e-08
1.160000e-01	-2.141096e-08	-5.036030e-08
1.200000e-01	-2.142117e-08	-5.043582e-08
1.240000e-01	-2.143945e-08	-4.989379e-08
1.280000e-01	-2.147384e-08	-4.948935e-08
1.320000e-01	-2.148110e-08	-4.974196e-08
1.360000e-01	-2.141177e-08	-5.043098e-08
1.400000e-01	-2.140290e-08	-5.054357e-08
1.440000e-01	-2.144617e-08	-4.999403e-08
1.480000e-01	-2.150851e-08	-4.957481e-08
1.520000e-01	-2.151281e-08	-4.979812e-08
1.560000e-01	-2.143756e-08	-5.041727e-08
1.600000e-01	-2.141526e-08	-5.051240e-08
