0.000000000000000000e+00 -8.856007000000000809e-03 -1.426228999999999995e-03
4.000000000000000083e-03 -8.836244999999999516e-03 -1.476136999999999979e-03
8.000000000000000167e-03 -8.800904999999999492e-03 -1.473396999999999988e-03
1.200000000000000025e-02 -8.797828000000000592e-03 -1.446086999999999980e-03
1.600000000000000033e-02 -8.839514999999999179e-03 -1.441229999999999942e-03
2.000000000000000042e-02 -8.834418000000000132e-03 -1.449259999999999958e-03
2.400000000000000050e-02 -8.779653000000000110e-03 -1.427768000000000049e-03
2.800000000000000058e-02 -8.745516000000000054e-03 -1.428344999999999919e-03
3.200000000000000067e-02 -8.741093000000000127e-03 -1.448634999999999983e-03
3.599999999999999728e-02 -8.697434000000000415e-03 -1.420122999999999915e-03
4.000000000000000083e-02 -8.674836999999999479e-03 -1.394592000000000054e-03
4.399999999999999745e-02 -8.705080000000000456e-03 -1.412765999999999978e-03
4.800000000000000100e-02 -8.726572000000000148e-03 -1.451952000000000060e-03
5.199999999999999761e-02 -8.790376000000000786e-03 -1.505899999999999904e-03
5.600000000000000117e-02 -8.818888000000000421e-03 -1.507389999999999945e-03
5.999999999999999778e-02 -8.720369000000000384e-03 -1.424738999999999953e-03
6.400000000000000133e-02 -8.698828999999999936e-03 -1.409737000000000099e-03
6.800000000000000488e-02 -8.757921000000000109e-03 -1.465558999999999959e-03
7.199999999999999456e-02 -8.802637000000000309e-03 -1.478925999999999982e-03
7.599999999999999811e-02 -8.805135999999999866e-03 -1.473012000000000106e-03
8.000000000000000167e-02 -8.761094000000000520e-03 -1.465029999999999978e-03
8.400000000000000522e-02 -8.728158999999999224e-03 -1.436519000000000034e-03
8.799999999999999489e-02 -8.679789000000000254e-03 -1.405987000000000035e-03
9.199999999999999845e-02 -8.682818000000000133e-03 -1.437240000000000002e-03
9.600000000000000200e-02 -8.731765000000000707e-03 -1.456952999999999981e-03
1.000000000000000056e-01 -8.781288999999999415e-03 -1.465848000000000064e-03
1.039999999999999952e-01 -8.800904999999999492e-03 -1.458827999999999904e-03
1.079999999999999988e-01 -8.829369000000000106e-03 -1.456664000000000092e-03
1.120000000000000023e-01 -8.894712000000000798e-03 -1.493013999999999973e-03
1.160000000000000059e-01 -8.962361999999999759e-03 -1.486955999999999998e-03
1.199999999999999956e-01 -9.034290999999999849e-03 -1.431421999999999903e-03
1.239999999999999991e-01 -9.177476000000000383e-03 -1.421757999999999963e-03
1.280000000000000027e-01 -9.296092000000000591e-03 -1.440845999999999967e-03
1.320000000000000062e-01 -9.189160000000000036e-03 -1.435412999999999967e-03
1.360000000000000098e-01 -8.850428999999999935e-03 -1.440557000000000079e-03
1.400000000000000133e-01 -8.603292999999999704e-03 -1.463443999999999943e-03
1.439999999999999891e-01 -8.550451000000000579e-03 -1.473012000000000106e-03
1.479999999999999927e-01 -8.490927000000000544e-03 -1.447432999999999923e-03
1.519999999999999962e-01 -8.420392000000000501e-03 -1.419064999999999953e-03
1.559999999999999998e-01 -8.407457999999999598e-03 -1.405746999999999943e-03
1.600000000000000033e-01 -8.457654000000000213e-03 -1.437480000000000094e-03
1.640000000000000069e-01 -8.521697999999999426e-03 -1.460750999999999933e-03
1.680000000000000104e-01 -8.566222000000000072e-03 -1.456952999999999981e-03
1.719999999999999862e-01 -8.654066000000000189e-03 -1.477723999999999921e-03
1.759999999999999898e-01 -8.729601000000000027e-03 -1.453731999999999898e-03
1.799999999999999933e-01 -8.760662000000000657e-03 -1.442432000000000002e-03
1.839999999999999969e-01 -8.783884999999999957e-03 -1.481906999999999973e-03
1.880000000000000004e-01 -8.777826000000000725e-03 -1.462048999999999987e-03
1.920000000000000040e-01 -8.744362000000000315e-03 -1.407044999999999997e-03
1.960000000000000075e-01 -8.741621999999999240e-03 -1.409352999999999908e-03
2.000000000000000111e-01 -8.828600000000000683e-03 -1.464982999999999997e-03
2.039999999999999869e-01 -8.848362000000000241e-03 -1.470752000000000084e-03
2.079999999999999905e-01 -8.794414999999999871e-03 -1.419881999999999915e-03
2.119999999999999940e-01 -8.747150000000000411e-03 -1.400987000000000022e-03
2.159999999999999976e-01 -8.782297999999999147e-03 -1.435557000000000066e-03
2.200000000000000011e-01 -8.818694999999999659e-03 -1.455703000000000032e-03
2.240000000000000047e-01 -8.838937999999999309e-03 -1.452144999999999955e-03
