# 1610850896	86:FB:1B:66:06:00
0.000000e+00	-2.632664e+01	9.418790e+00	6.761226e+00	1.245117e-05	3.237305e-05	-2.197266e-06	-9.033041e-03	6.107019e-03	0.000000e+00	0.000000e+00	-4.870243e-05	-1.595196e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.000000e-03	-2.629791e+01	9.404425e+00	6.804321e+00	1.245117e-05	3.237305e-05	-2.197266e-06	-9.032464e-03	6.104903e-03	0.000000e+00	0.000000e+00	-4.276800e-05	-1.369787e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.000000e-03	-2.629791e+01	9.404425e+00	6.804321e+00	1.245117e-05	3.237305e-05	-2.197266e-06	-9.032560e-03	6.098652e-03	0.000000e+00	0.000000e+00	-4.224133e-05	-1.293439e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.200000e-02	-2.628833e+01	9.414001e+00	6.813898e+00	1.245117e-05	3.237305e-05	-2.197266e-06	-9.031598e-03	6.097114e-03	0.000000e+00	0.000000e+00	-3.697064e-05	-1.444896e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.600000e-02	-2.628833e+01	9.414001e+00	6.813898e+00	1.245117e-05	3.237305e-05	-2.197266e-06	-9.033810e-03	6.103557e-03	0.000000e+00	0.000000e+00	-2.930191e-05	-1.210277e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.000000e-02	-2.630270e+01	9.394848e+00	6.794744e+00	1.245117e-05	3.237305e-05	-2.197266e-06	-9.043426e-03	6.104807e-03	0.000000e+00	0.000000e+00	-3.113052e-05	-8.541255e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.400000e-02	-2.630270e+01	9.394848e+00	6.794744e+00	1.245117e-05	3.237305e-05	-2.197266e-06	-9.049485e-03	6.098652e-03	0.000000e+00	0.000000e+00	-3.601804e-05	-6.868377e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.800000e-02	-2.627876e+01	9.370906e+00	6.746861e+00	1.245117e-05	3.237305e-05	-2.197266e-06	-9.053524e-03	6.094469e-03	0.000000e+00	0.000000e+00	-3.834761e-05	-8.848870e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.200000e-02	-2.627876e+01	9.370906e+00	6.746861e+00	1.245117e-05	3.237305e-05	-2.197266e-06	-9.056601e-03	6.092594e-03	0.000000e+00	0.000000e+00	-3.238999e-05	-1.460250e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.600000e-02	-2.633143e+01	9.370906e+00	6.794744e+00	1.245117e-05	3.237305e-05	-2.197266e-06	-9.059053e-03	6.090431e-03	0.000000e+00	0.000000e+00	-2.510267e-05	-1.597475e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
