2.504000e+00 -1.632868e-02 0.000000e+00 -1.632868e-02 -2.758244e-02 -8.491888e-03 -1.434740e-03
2.508000e+00 -1.665739e-02 -6.211359e-06 -1.666360e-02 -4.668471e-03 -8.501793e-03 -1.433441e-03
2.512000e+00 -3.663111e-02 -7.569222e-06 -3.663868e-02 5.555101e-02 -8.471117e-03 -1.422094e-03
2.516000e+00 -3.410869e-02 -5.725659e-05 -3.416594e-02 4.675618e-02 -8.446115e-03 -1.412238e-03
2.520000e+00 -1.686023e-03 -1.233298e-04 -1.809352e-03 -3.109140e-03 -8.456308e-03 -1.430701e-03
2.524000e+00 -4.834676e-03 4.426291e-07 -4.834233e-03 -3.634426e-02 -8.472127e-03 -1.476522e-03
2.528000e+00 -3.261779e-02 9.189671e-05 -3.252590e-02 -3.238861e-02 -8.462270e-03 -1.494600e-03
2.532000e+00 -2.225302e-02 -4.993612e-05 -2.230296e-02 -2.208657e-02 -8.448231e-03 -1.476041e-03
2.536000e+00 1.892266e-02 -1.272607e-04 1.879540e-02 5.123752e-03 -8.426066e-03 -1.452145e-03
2.540000e+00 1.943713e-02 6.890332e-05 1.950603e-02 6.786986e-03 -8.441788e-03 -1.459020e-03
2.544000e+00 -3.280487e-02 2.101251e-04 -3.259475e-02 -5.625429e-02 -8.528815e-03 -1.507775e-03
2.548000e+00 -4.358638e-02 -6.451504e-05 -4.365089e-02 -6.409808e-03 -8.485542e-03 -1.474983e-03
2.552000e+00 3.196866e-02 -3.861125e-04 3.158255e-02 1.042132e-01 -8.353559e-03 -1.398342e-03
2.556000e+00 9.112422e-02 2.582501e-04 9.138247e-02 6.644823e-02 -8.382889e-03 -1.401131e-03
2.560000e+00 4.553325e-02 1.717108e-03 4.725036e-02 -1.875559e-04 -8.448712e-03 -1.436855e-03
2.564000e+00 -1.734543e-02 1.259602e-03 -1.608583e-02 4.308337e-03 -8.441884e-03 -1.456039e-03
2.568000e+00 5.791444e-03 -5.803117e-04 5.211132e-03 2.052129e-03 -8.420248e-03 -1.433922e-03
2.572000e+00 2.761739e-02 -7.950469e-04 2.682235e-02 -2.394382e-02 -8.446740e-03 -1.430124e-03
2.576000e+00 2.434052e-03 2.546512e-04 2.688703e-03 -1.817473e-02 -8.470877e-03 -1.469454e-03
2.580000e+00 -4.412597e-02 3.367687e-04 -4.378920e-02 9.964869e-04 -8.454577e-03 -1.465800e-03
2.584000e+00 -1.039317e-03 -9.033040e-04 -1.942621e-03 3.142953e-02 -8.388658e-03 -1.425893e-03
2.588000e+00 4.350460e-02 -8.674728e-04 4.263713e-02 2.116789e-02 -8.396015e-03 -1.423248e-03
2.592000e+00 1.656735e-02 5.909011e-04 1.715825e-02 -3.371826e-02 -8.446981e-03 -1.465752e-03
2.596000e+00 -4.717913e-02 8.467963e-04 -4.633233e-02 -7.689071e-02 -8.500880e-03 -1.503399e-03
2.600000e+00 -5.284633e-02 -1.114683e-03 -5.396101e-02 -5.066496e-02 -8.499389e-03 -1.489648e-03
2.604000e+00 -2.764316e-02 -2.425926e-03 -3.006908e-02 3.943074e-02 -8.437702e-03 -1.444644e-03
2.608000e+00 -2.532168e-02 -8.537770e-04 -2.617546e-02 5.124733e-02 -8.447029e-03 -1.432672e-03
2.612000e+00 -3.371253e-02 1.058904e-03 -3.265362e-02 -1.372038e-02 -8.486840e-03 -1.466810e-03
2.616000e+00 -3.676048e-02 3.160917e-04 -3.644438e-02 7.155421e-03 -8.454193e-03 -1.455174e-03
2.620000e+00 -1.878842e-02 -1.496715e-03 -2.028514e-02 2.877436e-02 -8.434095e-03 -1.448058e-03
