2.504000e+00 8.519176e-03 0.000000e+00 2.263161e-02 8.519176e-03 1.071876e-02 -4.384466e-03
2.508000e+00 1.600704e-02 2.181717e-06 3.632838e-03 1.600922e-02 1.072030e-02 -4.415718e-03
2.512000e+00 -9.592552e-03 4.555157e-06 -2.075617e-02 -9.587997e-03 1.071756e-02 -4.467550e-03
2.516000e+00 -3.213883e-02 -6.532619e-06 -2.211014e-02 -3.214537e-02 1.071549e-02 -4.471397e-03
2.520000e+00 -2.205639e-02 -3.198905e-05 1.461057e-03 -2.208837e-02 1.071203e-02 -4.427739e-03
2.524000e+00 3.651809e-03 -2.396277e-05 1.751020e-02 3.627846e-03 1.070867e-02 -4.399082e-03
2.528000e+00 6.361166e-03 2.026759e-05 6.062161e-03 6.381433e-03 1.071088e-02 -4.429758e-03
2.532000e+00 -1.996389e-02 3.732156e-05 -1.721641e-02 -1.992657e-02 1.071020e-02 -4.480965e-03
2.536000e+00 -3.946132e-02 -2.087467e-05 -1.985740e-02 -3.948220e-02 1.070867e-02 -4.483369e-03
2.540000e+00 -2.103198e-02 -9.487456e-05 5.885023e-03 -2.112686e-02 1.071328e-02 -4.439278e-03
2.544000e+00 5.853781e-03 -4.792978e-05 2.175408e-02 5.805851e-03 1.071275e-02 -4.411728e-03
2.548000e+00 1.151122e-02 8.050827e-05 3.817587e-03 1.159173e-02 1.071723e-02 -4.446827e-03
2.552000e+00 -1.052714e-02 1.069788e-04 -1.689336e-02 -1.042016e-02 1.072021e-02 -4.493418e-03
2.556000e+00 -2.543325e-02 -3.896172e-05 -1.861860e-02 -2.547221e-02 1.072006e-02 -4.494187e-03
2.560000e+00 -1.394047e-02 -1.718881e-04 2.802614e-03 -1.411236e-02 1.071578e-02 -4.455193e-03
2.564000e+00 1.080545e-02 -8.229868e-05 2.421579e-02 1.072315e-02 1.071838e-02 -4.424613e-03
2.568000e+00 1.365070e-02 1.523587e-04 8.214693e-03 1.380306e-02 1.072011e-02 -4.455145e-03
2.572000e+00 -4.239747e-03 2.008949e-04 -1.520421e-02 -4.038852e-03 1.072285e-02 -4.501303e-03
2.576000e+00 -2.174233e-02 -4.347464e-05 -1.631873e-02 -2.178581e-02 1.072275e-02 -4.505101e-03
2.580000e+00 -9.258415e-03 -2.705920e-04 1.024817e-02 -9.529007e-03 1.072477e-02 -4.462742e-03
2.584000e+00 1.705770e-02 -1.178993e-04 2.495205e-02 1.693980e-02 1.072891e-02 -4.433893e-03
2.588000e+00 2.995041e-02 2.620620e-04 8.333865e-03 3.021247e-02 1.073843e-02 -4.463222e-03
2.592000e+00 8.429250e-03 3.557325e-04 -1.878383e-02 8.784982e-03 1.073516e-02 -4.510294e-03
2.596000e+00 -1.210844e-02 -4.316566e-05 -2.011426e-02 -1.215161e-02 1.073059e-02 -4.513948e-03
2.600000e+00 -4.141905e-03 -4.282209e-04 6.252185e-03 -4.570125e-03 1.072949e-02 -4.474810e-03
2.604000e+00 1.730999e-02 -2.208630e-04 2.313954e-02 1.708913e-02 1.073030e-02 -4.445048e-03
2.608000e+00 2.360411e-02 3.582243e-04 5.566540e-03 2.396234e-02 1.073271e-02 -4.474089e-03
2.612000e+00 2.253047e-04 5.024095e-04 -1.976565e-02 7.277142e-04 1.072742e-02 -4.522555e-03
2.616000e+00 -2.197097e-02 -8.077434e-05 -1.768976e-02 -2.205174e-02 1.072453e-02 -4.525007e-03
2.620000e+00 -1.476505e-02 -6.371398e-04 8.474512e-03 -1.540219e-02 1.072189e-02 -4.482888e-03
2.624000e+00 7.376106e-03 -3.374295e-04 2.147508e-02 7.038677e-03 1.071828e-02 -4.453991e-03
2.628000e+00 1.180764e-02 4.739882e-04 6.140930e-03 1.228163e-02 1.071958e-02 -4.483753e-03
2.632000e+00 -1.318872e-02 6.621982e-04 -1.417808e-02 -1.252653e-02 1.071718e-02 -4.530007e-03
