0.373739 0.126846 0.864095 
0.380286 0.118306 0.867955 
0.332985 0.0710059 0.82076 
0.278866 0.0168887 0.766894 
0.282753 0.016633 0.767896 
0.285917 0.0209906 0.767941 
0.278023 0.0213912 0.764195 
0.20075 -0.0530294 0.707473 
0.217361 -0.0364398 0.722702 
0.19617 -0.0576513 0.710692 
0.116576 -0.136969 0.643949 
0.0484069 -0.203892 0.60428 
0.0947984 -0.157763 0.632028 
0.123887 -0.128749 0.654833 
0.115882 -0.135786 0.64905 
0.0503565 -0.200937 0.599104 
-0.00697078 -0.257441 0.564145 
0.0376501 -0.213161 0.587884 
0.0715147 -0.179396 0.61372 
0.060532 -0.191131 0.60787 
3.26736e-05 -0.251437 0.562126 
-0.0513716 -0.302385 0.531556 
-0.0030027 -0.254349 0.556728 
0.0369516 -0.214478 0.586923 
0.030442 -0.221712 0.583112 
-0.0282491 -0.280269 0.537796 
-0.0731984 -0.324807 0.513996 
-0.0234594 -0.275313 0.539287 
0.0205114 -0.231449 0.570898 
0.0236922 -0.229383 0.570717 
-0.0329864 -0.285859 0.529756 
-0.0790632 -0.331506 0.503475 
-0.0297923 -0.282378 0.527212 
0.0144562 -0.238187 0.560665 
0.0199237 -0.232362 0.560734 
-0.0368822 -0.288988 0.517156 
-0.0778801 -0.329256 0.496586 
-0.0276003 -0.278969 0.522299 
0.0171743 -0.234292 0.553149 
0.0234499 -0.22848 0.553973 
-0.0316372 -0.283381 0.512648 
-0.0748343 -0.326178 0.488754 
-0.0315817 -0.283233 0.508321 
0.0128848 -0.238895 0.540027 
0.00918391 -0.244439 0.538217 
-0.0449622 -0.298518 0.496406 
-0.0848651 -0.338373 0.475581 
-0.0381706 -0.292492 0.498581 
0.00767538 -0.246915 0.528185 
0.00910383 -0.248749 0.528734 
-0.0420698 -0.299858 0.492524 
-0.0814249 -0.33909 0.471951 
-0.0362689 -0.294485 0.492727 
0.00869575 -0.249633 0.523847 
0.0136838 -0.24621 0.52461 
-0.0371063 -0.296881 0.48818 
-0.0753903 -0.334841 0.468413 
-0.0289732 -0.288453 0.489998 
0.01449 -0.245058 0.520157 
0.017459 -0.242451 0.51984 
-0.0336108 -0.29341 0.481953 
-0.0703484 -0.32986 0.464098 
-0.0256672 -0.285397 0.484838 
0.0176842 -0.242183 0.513645 
0.019518 -0.242654 0.513751 
-0.0310282 -0.29313 0.476866 
-0.0694363 -0.331365 0.457144 
-0.0234954 -0.285568 0.478427 
0.0207813 -0.241362 0.509122 
0.02649 -0.236783 0.510031 
-0.0258767 -0.289057 0.472264 
-0.0669114 -0.329917 0.450828 
-0.0194709 -0.28266 0.47225 
0.027422 -0.235839 0.504328 
0.0342339 -0.229422 0.505138 
-0.0204163 -0.283891 0.46809 
-0.0638353 -0.326931 0.446041 
-0.0153259 -0.278364 0.467092 
0.0333434 -0.229768 0.50017 
0.0425831 -0.220743 0.501549 
-0.0141976 -0.277288 0.462752 
-0.0589316 -0.321386 0.440404 
-0.00827866 -0.270406 0.462591 
0.0416766 -0.220523 0.495426 
0.0660335 -0.197024 0.503147 
0.00572462 -0.25714 0.458797 
-0.042121 -0.304522 0.433948 
0.00513024 -0.257099 0.454294 
0.0533464 -0.208967 0.487492 
0.070535 -0.193267 0.492697 
0.0100813 -0.253603 0.447631 
-0.0384924 -0.301954 0.421751 
0.00938892 -0.25427 0.442934 
0.0575717 -0.206176 0.475741 
0.0701417 -0.19526 0.479226 
0.0105374 -0.254768 0.435083 
-0.0355955 -0.300747 0.412292 
0.007641 -0.257637 0.430279 
0.0557677 -0.209592 0.463813 
0.0543071 -0.212819 0.462317 
-0.00190876 -0.268978 0.424293 
-0.0478568 -0.314809 0.400095 
0.000133131 -0.266978 0.420656 
0.0489978 -0.218166 0.454205 
0.0610026 -0.206606 0.456586 
0.00556144 -0.261888 0.419518 
-0.0405651 -0.307679 0.394852 
0.0109357 -0.255997 0.418468 
0.0586516 -0.208309 0.450694 
0.0670121 -0.199274 0.451254 
0.0120312 -0.254026 0.414911 
-0.0321468 -0.297666 0.3931 
0.0105033 -0.254242 0.409459 
0.0580398 -0.206749 0.442119 
0.0745343 -0.190443 0.44605 
0.0177784 -0.247022 0.406736 
-0.0291718 -0.293612 0.381715 
0.0186364 -0.245536 0.402418 
0.0656625 -0.198558 0.434326 
0.0756726 -0.189105 0.436206 
0.0191527 -0.245493 0.398641 
-0.0291758 -0.29361 0.371568 
0.0167821 -0.247644 0.390852 
0.0650824 -0.199403 0.422951 
0.0901626 -0.175294 0.430833 
0.0318107 -0.233505 0.389453 
-0.015543 -0.280576 0.365289 
0.0250389 -0.239598 0.381052 
0.0725622 -0.192128 0.413897 
0.0900216 -0.176113 0.418844 
0.0318569 -0.234203 0.376354 
-0.014697 -0.28061 0.352984 
0.0288996 -0.23674 0.370586 
0.0763937 -0.189293 0.402746 
0.0956631 -0.171522 0.408471 
0.0375224 -0.229601 0.367165 
-0.0118499 -0.278908 0.339929 
0.0339706 -0.233323 0.35924 
0.0821948 -0.185151 0.391328 
0.102881 -0.165993 0.397558 
0.0443949 -0.22442 0.356332 
-0.004622 -0.273354 0.330352 
0.0435099 -0.225157 0.350948 
0.090984 -0.17771 0.383302 
0.0956987 -0.173583 0.383222 
0.0383369 -0.230888 0.345107 
-0.00798299 -0.277073 0.32335 
0.0339801 -0.234372 0.338786 
0.0833991 -0.184973 0.371979 
0.100322 -0.168221 0.375789 
0.043339 -0.225104 0.338892 
-0.00549984 -0.273767 0.313101 
0.040679 -0.227128 0.33127 
0.0894982 -0.178326 0.36303 
0.109192 -0.159031 0.368069 
0.0521328 -0.216003 0.330493 
0.00406337 -0.263933 0.30613 
0.0446191 -0.222894 0.321201 
0.0932524 -0.174286 0.353118 
0.116404 -0.151867 0.359653 
0.0590661 -0.209126 0.321268 
0.0111939 -0.256844 0.297042 
0.0567887 -0.210833 0.315256 
0.103638 -0.163998 0.346301 
0.123741 -0.14436 0.351337 
0.0664239 -0.201589 0.313151 
0.0181494 -0.24963 0.288733 
0.0627361 -0.204209 0.305838 
0.108973 -0.157975 0.337176 
0.131558 -0.135235 0.342969 
0.0741184 -0.192584 0.304222 
0.0244748 -0.242086 0.276983 
0.0684944 -0.197609 0.294676 
0.113647 -0.152463 0.324891 
0.136613 -0.129923 0.331333 
0.079987 -0.186493 0.292687 
0.0330371 -0.233362 0.268423 
0.0719015 -0.194052 0.283375 
0.114539 -0.151425 0.312237 
0.135025 -0.131252 0.31755 
0.0803013 -0.185905 0.281309 
0.0318017 -0.234235 0.255435 
0.0769451 -0.188431 0.273548 
0.122366 -0.14301 0.304669 
0.146072 -0.119442 0.311175 
0.0874201 -0.178047 0.269879 
0.0366096 -0.228784 0.243294 
0.0831774 -0.181671 0.262128 
0.130803 -0.134041 0.294345 
0.154913 -0.109898 0.300813 
0.092964 -0.171791 0.258357 
0.0393174 -0.225369 0.230466 
0.0849582 -0.179183 0.248398 
0.134377 -0.129766 0.280637 
0.153022 -0.111748 0.285266 
0.0920629 -0.172685 0.245985 
0.0375216 -0.22718 0.215854 
0.0837094 -0.180631 0.23429 
0.133733 -0.130618 0.267479 
0.146518 -0.119451 0.270338 
0.085884 -0.180111 0.230579 
0.0329346 -0.233081 0.202575 
0.0776384 -0.187723 0.219463 
0.128537 -0.136821 0.254228 
0.150991 -0.114996 0.260119 
0.0914336 -0.174557 0.219453 
0.0418659 -0.224161 0.193548 
0.0859259 -0.179543 0.210806 
0.133747 -0.131708 0.24238 
0.157359 -0.108388 0.248724 
0.106 -0.15975 0.214596 
0.0675752 -0.198195 0.194483 
0.0939702 -0.171309 0.204054 
0.133893 -0.131378 0.23037 
0.164426 -0.101049 0.239043 
0.0933205 -0.172148 0.191494 
