1.408920e-03 0.000000e+00 -1.626439e-03
1.392199e-03 1.863511e-06 -1.617544e-03
1.338879e-03 5.516024e-06 -1.656682e-03
1.313390e-03 1.095463e-05 -1.668702e-03
1.323640e-03 1.815861e-05 -1.641200e-03
1.350882e-03 2.707417e-05 -1.614322e-03
1.306610e-03 3.778478e-05 -1.648556e-03
1.268189e-03 5.014576e-05 -1.676924e-03
1.276402e-03 6.414731e-05 -1.655672e-03
1.282200e-03 7.979329e-05 -1.620092e-03
1.237650e-03 9.684014e-05 -1.642546e-03
1.177983e-03 1.152058e-04 -1.678751e-03
1.170142e-03 1.347786e-04 -1.662451e-03
1.194401e-03 1.556202e-04 -1.624323e-03
1.163917e-03 1.779303e-04 -1.628506e-03
1.093355e-03 2.012762e-04 -1.666683e-03
1.076668e-03 2.253198e-04 -1.667548e-03
1.094036e-03 2.505034e-04 -1.625525e-03
1.045880e-03 2.767817e-04 -1.631728e-03
9.880082e-04 3.034018e-04 -1.658845e-03
9.583365e-04 3.304285e-04 -1.662980e-03
9.556188e-04 3.580522e-04 -1.635526e-03
9.319996e-04 3.862874e-04 -1.635911e-03
8.728201e-04 4.150799e-04 -1.661826e-03
8.328674e-04 4.438296e-04 -1.661298e-03
8.325124e-04 4.724086e-04 -1.631920e-03
8.198060e-04 5.013660e-04 -1.625814e-03
7.569882e-04 5.308158e-04 -1.656682e-03
7.097267e-04 5.598063e-04 -1.671106e-03
7.124704e-04 5.883636e-04 -1.637930e-03
6.743756e-04 6.170824e-04 -1.630574e-03
6.100117e-04 6.449523e-04 -1.656201e-03
5.692429e-04 6.716821e-04 -1.680049e-03
5.901220e-04 6.981140e-04 -1.651393e-03
5.953052e-04 7.254338e-04 -1.626343e-03
5.146130e-04 7.530450e-04 -1.648989e-03
4.358755e-04 7.782195e-04 -1.683222e-03
4.423724e-04 8.011966e-04 -1.659759e-03
4.702731e-04 8.243579e-04 -1.620909e-03
4.221280e-04 8.483670e-04 -1.634757e-03
3.710804e-04 8.708536e-04 -1.671154e-03
3.494901e-04 8.922519e-04 -1.662451e-03
3.395021e-04 9.126249e-04 -1.632785e-03
2.944020e-04 9.319060e-04 -1.632641e-03
2.311385e-04 9.489635e-04 -1.672260e-03
2.214123e-04 9.638827e-04 -1.677837e-03
2.653794e-04 9.786706e-04 -1.634949e-03
2.483188e-04 9.951062e-04 -1.620429e-03
1.682963e-04 1.010316e-03 -1.664086e-03
1.488285e-04 1.022042e-03 -1.672452e-03
1.697599e-04 1.032940e-03 -1.633747e-03
1.684129e-04 1.044144e-03 -1.621631e-03
1.120847e-04 1.055083e-03 -1.653028e-03
9.741706e-05 1.063308e-03 -1.669904e-03
1.133910e-04 1.071183e-03 -1.641392e-03
1.222712e-04 1.079371e-03 -1.619178e-03
6.684738e-05 1.087628e-03 -1.659903e-03
4.141027e-05 1.093207e-03 -1.683030e-03
